Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
62,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,"Trabaja con su nombre y el de sus compa~neros. Utiliza sus datos personales para crear una tarjeta de identificación.
",Usa mayúsculas iniciales al escribir nombres propios.,"Frecuentemente, poco, nunca",Usa mayúsculas iniciales para escribir omres propios.,,,,NADA,1
63,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,"Trabaja con su nombre y el de sus compa~neros. Utiliza sus datos personales para crear una tarjeta de identificación.
","Reconoce, con la mediación del profesor, la importancia de cuidar los datos personales por diferentes cuestiones, entre ellas la seguridad personal y de su familia.",Lo logra / En ocasiones lo logra / No lo logra,Reconoce la importancia de cuidar los datos eprsonales por seguridad personal.,Reconoce la importancia de cuidar los datos eprsonales por seguridad de su familia.,,,NADA,1
64,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,"Trabaja con su nombre y el de sus compa~neros. Utiliza sus datos personales para crear una tarjeta de identificación.
",Aprende sus datos personales para estar preparado ante cualquier emergencia o contratiempo.,Lo logra / En ocasiones lo logra / No lo logra,Aprende sus datos personales para estar preparado para cualquier emergencia.,Aprende sus datos personales para estar preparado para cualquier contratiempo.,,,NADA,1
65,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,"Establece y escribe reglas sencillas para la convivencia en el aula.
","Reflexiona, con ayuda del profesor, en torno a la convivencia y las reglas que la favorecen en diferentes ámbitos de la vida, como su casa.","si, no, muy frecuentemente","Reflexiona en torno a la convivencia que le favorecen en diferentes ámbitos de la vida, como su casa.","Reflexiona en torno a las reglas que le favorecen en diferentes ámbitos de la vida, como su casa.",,,NADA,1
66,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,"Establece y escribe reglas sencillas para la convivencia en el aula.
",Reconoce la necesidad de contar con reglas en el aula.,Lo logra / En ocasiones lo logra / No lo logra,Reconoce la necesidad de tener reglas de convivencia dentro del salón de clases.,,,,NADA,1
67,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,"Establece y escribe reglas sencillas para la convivencia en el aula.
",Expresa oralmente las que considera reglas importantes de participación y de convivencia en el aula.,"si, no, muy frecuentemente",Expresa oralmente las reglas que considera importantes para la participación.,Expresa oralmente las reglas que considera importantes para la convivencia en el aula.,,,NADA,1
68,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,"Establece y escribe reglas sencillas para la convivencia en el aula.
",Participa en la escritura colectiva de las reglas por medio del dictado al docente.,"Frecuentemente, poco, nunca",Participa en la escritura colectiva de las reglas por medio del dictado.,,,,NADA,1
69,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,"Establece y escribe reglas sencillas para la convivencia en el aula.
","Al escribir con ayuda del docente
 
",Lo logra / En ocasiones lo logra / No lo logra,Reflexiona sobre cuántas letras y cuáles son pertinentes para escribir palabras o frases.,Utiliza palabras conocidas como referente para escribir palabras nuevas.,Establece correspondencias cada vez más precisas entre partes del discurso oral y partes de lo escrito.,"Descubre, a lo largo del grado, el valor sonoro convencional de las letras y lo comienza a utilizar como criterio para organizar su escritura hasta llegar a la escritura alfabética.",NADA,1
70,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Análisis de los medios de comunicación ,"Lee notas informativas sencillas sobre temas de su interés.
",Explora diferentes periódicos y reconoce algunos textos que aparecen en dichas publicaciones.,"Frecuentemente, poco, nunca",Explora diferentes periódicos.,Reconoce algunos textos que aparecen en las publicaciones de los periódicos.,,,NADA,1
71,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Análisis de los medios de comunicación ,"Lee notas informativas sencillas sobre temas de su interés.
",Elige un tema que le resulte interesante y explica por qué.,"Frecuentemente, poco, nunca",Elige un tema que le resulta interesante y explica por qué lo eligió.,,,,NADA,1
72,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Análisis de los medios de comunicación ,"Lee notas informativas sencillas sobre temas de su interés.
","Lee, con ayuda del profesor, diversas notas informativas sencillas sobre el tema de su interés.","si, no, muy frecuentemente",Lee diversas notas infromativas sencillas sobre algún tema que elige de su interés.,,,,NADA,1
73,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Análisis de los medios de comunicación ,"Lee notas informativas sencillas sobre temas de su interés.
",Explica qué descubrió sobre el tema de su interés al leer cada nota informativa.,Lo logra / En ocasiones lo logra / No lo logra,Explica lo que descubrió sobre el tema que eligió de su interés al leer notas infromativas.,,,,NADA,1
74,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
",Identifica los hechos relevantes que suceden en su grupo o escuela.,Lo logra / En ocasiones lo logra / No lo logra,Identifica los hechos relevantes que suceden en su grupo.,Identifica los hechos relevantes que suceden en su escuela.,,,NADA,1
75,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
",Elige uno para escribir un texto ilustrado sencillo (tipo nota informativa).,"Frecuentemente, poco, nunca",Elige un tipo de nota informativa para escribir un texto ilustrado sencillo.,,,,NADA,1
76,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
","Recupera lo aprendido al explorar notas informativas para utilizarlas como modelo de escritura, aunque no cumpla todas sus características formales.",Lo logra / En ocasiones lo logra / No lo logra,Recupera lo que ha aprendido y exlora notas informativas para utilizarlas como modelo de escritura.,,,,NADA,1
77,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
",Escribe el texto de acuerdo con sus posibilidades.,"si, no, muy frecuentemente",Escribe un texto tomando en cuenta sus posibilidades.,,,,NADA,1
78,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
","Utiliza una secuencia de letras (o intento de ellas) ordenadas linealmente, en palabras y oraciones.","Frecuentemente, poco, nunca",Utiliza una secuencia de letras ordenadas linealmente en palabras.,Utiliza una secuencia de letras ordenadas linealmente en oraciones.,,,NADA,1
79,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
",Revisa y corrige el texto con ayuda de alguien más. ,"Frecuentemente, poco, nunca",Revisa y corrige el texto con ayuda de alguien más al hacerlo: Reflexiona sobre cuántas letras y cuáles son pertinentes para escribir palabras o frases,Revisa y corrige el texto con ayuda de alguien más al hacerlo: Utiliza palabras conocidas como referente para escribir palabras nuevas,Revisa y corrige el texto con ayuda de alguien más al hacerlo: Establece correspondencias cada vez más precisas entre partes del discurso oral y partes de lo escrito,Revisa y corrige el texto con ayuda de alguien más al hacerlo: Revisa la coherencia y claridad de lo escrito.,NADA,1
80,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Participación y difusión de información en la comunidad escolar,"Elabora textos sencillos e ilustraciones para publicar en el periódico del aula.
",Crea las ilustraciones para su texto.,"si, no, muy frecuentemente",Crea las ilustraciones para hacer un texto.,,,,NADA,1
81,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Reconocimiento de la diversidad lingüistica y cultural ,"Reconoce diferentes formas de hablar el espa~nol en su comunidad.
","Identifica diferentes formas de hablar espa~nol en su grupo, escuela, familia y comunidad.",Lo logra / En ocasiones lo logra / No lo logra,Identifica diferentes formas de hablar espa~nol en su grupo.,Identifica diferentes formas de hablar espa~nol en su escuela.,Identifica diferentes formas de hablar espa~nol en su familia.,Identifica diferentes formas de hablar espa~nol en su comunidad.,NADA,1
82,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Reconocimiento de la diversidad lingüistica y cultural ,"Reconoce diferentes formas de hablar el espa~nol en su comunidad.
","Reflexiona, con ayuda del profesor, en torno a las diferencias identificadas al hablar espa~nol: diferentes grupos de edad o lugares.","Frecuentemente, poco, nunca",Refelxiona en torno a las diferencias identificadas al hablar espa~nol: diferentes grupos de edad.,Refelxiona en torno a las diferencias identificadas al hablar espa~nol: diferentes lugares.,,,NADA,1
83,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Reconocimiento de la diversidad lingüistica y cultural ,"Reconoce diferentes formas de hablar el espa~nol en su comunidad.
","Aprende, con ayuda del educador, el significado de diferentes expresiones utilizadas por personas pertenecientes a diversos grupos de edad o de procedencia distinta.",Lo logra / En ocasiones lo logra / No lo logra,Aprende el significado de diferentes expresiones utilizadas por personas pertenecientes a diversos grupos de edad.,Aprende el significado de diferentes expresiones utilizadas por personas pertenecientes a diversos grupos de procedencia distinta.,,,NADA,1
84,Primaria,1,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Reconocimiento de la diversidad lingüistica y cultural ,"Reconoce diferentes formas de hablar el espa~nol en su comunidad.
",Reconoce que las personas cambian su manera de hablar de acuerdo con la situación comunicativa en la que se encuentran.,Lo logra / En ocasiones lo logra / No lo logra,Reconoce que las personas cambian su manera de hablar.,Reconoce que las personas cambian su manera de hablar dependiendo de la situación comunicativa.,,,NADA,1
85,Primaria,2,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Estudio,Intercambio de experiencias de lectura,"Recomienda materiales de lectura de su preferencia.
","Utiliza los acervos de que dispone para seleccionar, explorar y leer diversos materiales de lectura.","si, no, muy frecuentemente",Utiliza los acervos de que dispone para seleccionar diversos materiales de lectura.,Utiliza los acervos de que dispone para explorar diversos materiales de lectura.,Utiliza los acervos de que dispone para leer diversos materiales de lectura.,,NADA,1
86,Primaria,2,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Estudio,Intercambio de experiencias de lectura,"Recomienda materiales de lectura de su preferencia.
","Elige, con base en sus preferencias, un material de lectura.",Lo logra / En ocasiones lo logra / No lo logra,"Elige un material de lectura, con base en sus preferencias.",,,,NADA,1
